slide_submitter_id	proximity	pair (comparison)
TCGA-FS-A1ZF-06A-01-TS1	0.20733669664173712	tumor_purity-tumor_purity (high-high)
TCGA-DA-A95W-06A-01-TSA	0.3072572419420645	CAFs-CAFs (low-low)
TCGA-DA-A95W-06A-01-TSA	0.34664509823745493	endothelial_cells-endothelial_cells (low-low)
TCGA-DA-A95W-06A-01-TSA	0.3192771084337349	tumor_purity-tumor_purity (low-low)
TCGA-DA-A95W-06A-01-TSA	0.25073509756749535	CAFs-CAFs (low-high)
TCGA-DA-A95W-06A-01-TSA	0.1269281045751634	endothelial_cells-endothelial_cells (low-high)
TCGA-DA-A95W-06A-01-TSA	0.12376832913047538	tumor_purity-tumor_purity (low-high)
TCGA-DA-A95W-06A-01-TSA	0.2463768115942029	CAFs-CAFs (high-high)
TCGA-DA-A95W-06A-01-TSA	0.35701350681107763	T_cells-T_cells (high-high)
TCGA-DA-A95W-06A-01-TSA	0.24327830188679248	tumor_purity-tumor_purity (high-high)
TCGA-EE-A2MF-06A-01-TS1	0.23350267671801594	CAFs-CAFs (low-low)
TCGA-EE-A2MF-06A-01-TS1	0.0	T_cells-T_cells (low-low)
TCGA-EE-A2MF-06A-01-TS1	0.26239742844220454	endothelial_cells-endothelial_cells (low-low)
TCGA-EE-A2MF-06A-01-TS1	0.0	tumor_purity-tumor_purity (low-low)
TCGA-EE-A2MF-06A-01-TS1	0.17267001514789126	CAFs-CAFs (low-high)
TCGA-EE-A2MF-06A-01-TS1	0.19168599820982293	T_cells-T_cells (low-high)
TCGA-EE-A2MF-06A-01-TS1	0.22865615366819028	endothelial_cells-endothelial_cells (low-high)
TCGA-EE-A2MF-06A-01-TS1	0.2110302049622438	tumor_purity-tumor_purity (low-high)
TCGA-EE-A2MF-06A-01-TS1	0.0	CAFs-CAFs (high-high)
TCGA-EE-A2MF-06A-01-TS1	0.24898083094804402	T_cells-T_cells (high-high)
TCGA-EE-A2MF-06A-01-TS1	0.0	endothelial_cells-endothelial_cells (high-high)
TCGA-EE-A2MF-06A-01-TS1	0.18266525141525145	tumor_purity-tumor_purity (high-high)
TCGA-D3-A1Q6-06A-01-TSA	0.14516129032258066	CAFs-CAFs (low-low)
TCGA-D3-A1Q6-06A-01-TSA	0.005747126436781609	endothelial_cells-endothelial_cells (low-low)
TCGA-D3-A1Q6-06A-01-TSA	0.4076835607537362	tumor_purity-tumor_purity (low-low)
TCGA-D3-A1Q6-06A-01-TSA	0.41173245614035087	CAFs-CAFs (low-high)
TCGA-D3-A1Q6-06A-01-TSA	0.40057984400656815	endothelial_cells-endothelial_cells (low-high)
TCGA-D3-A1Q6-06A-01-TSA	0.034210526315789476	tumor_purity-tumor_purity (low-high)
TCGA-D3-A1Q6-06A-01-TSA	0.07142857142857142	CAFs-CAFs (high-high)
TCGA-D3-A1Q6-06A-01-TSA	0.3572747939755612	T_cells-T_cells (high-high)
TCGA-D3-A1Q6-06A-01-TSA	0.056818181818181816	endothelial_cells-endothelial_cells (high-high)
TCGA-ER-A19H-06A-01-TSA	0.3125777140124342	CAFs-CAFs (low-low)
TCGA-ER-A19H-06A-01-TSA	0.4594514013118664	T_cells-T_cells (low-low)
TCGA-ER-A19H-06A-01-TSA	0.45322966507177037	endothelial_cells-endothelial_cells (low-low)
TCGA-ER-A19H-06A-01-TSA	0.1607573020174646	CAFs-CAFs (low-high)
TCGA-ER-A19H-06A-01-TSA	0.3332361537829009	T_cells-T_cells (low-high)
TCGA-ER-A19H-06A-01-TSA	0.0	T_cells-T_cells (high-high)
TCGA-ER-A19H-06A-01-TSA	0.4994887223959255	tumor_purity-tumor_purity (high-high)
TCGA-EE-A20C-06A-01-TSA	0.39665071189696977	CAFs-CAFs (low-low)
TCGA-EE-A20C-06A-01-TSA	0.46078507904566957	T_cells-T_cells (low-low)
TCGA-EE-A20C-06A-01-TSA	0.588803187177171	endothelial_cells-endothelial_cells (low-low)
TCGA-EE-A20C-06A-01-TSA	0.0	tumor_purity-tumor_purity (low-low)
TCGA-EE-A20C-06A-01-TSA	0.18435995677374986	tumor_purity-tumor_purity (low-high)
TCGA-EE-A20C-06A-01-TSA	0.4322896231083242	tumor_purity-tumor_purity (high-high)
TCGA-EE-A2MU-06A-02-TSB	0.0	CAFs-CAFs (low-low)
TCGA-EE-A2MU-06A-02-TSB	0.0	T_cells-T_cells (low-low)
TCGA-EE-A2MU-06A-02-TSB	0.3117630140926086	tumor_purity-tumor_purity (low-low)
TCGA-EE-A2MU-06A-02-TSB	0.20185739079059117	CAFs-CAFs (low-high)
TCGA-EE-A2MU-06A-02-TSB	0.13481888481888482	T_cells-T_cells (low-high)
TCGA-EE-A2MU-06A-02-TSB	0.22046783625730992	tumor_purity-tumor_purity (low-high)
TCGA-EE-A2MU-06A-02-TSB	0.45016835016835016	CAFs-CAFs (high-high)
TCGA-EE-A2MU-06A-02-TSB	0.2345455763177282	T_cells-T_cells (high-high)
TCGA-EE-A2MU-06A-02-TSB	0.2752136752136752	endothelial_cells-endothelial_cells (high-high)
TCGA-ER-A2NF-01A-01-TSA	0.0	CAFs-CAFs (low-low)
TCGA-ER-A2NF-01A-01-TSA	0.0	T_cells-T_cells (low-low)
TCGA-ER-A2NF-01A-01-TSA	0.10445490419816478	tumor_purity-tumor_purity (low-low)
TCGA-ER-A2NF-01A-01-TSA	0.22532635323332997	CAFs-CAFs (low-high)
TCGA-ER-A2NF-01A-01-TSA	0.39181723336652907	T_cells-T_cells (low-high)
TCGA-ER-A2NF-01A-01-TSA	0.1036818851251841	endothelial_cells-endothelial_cells (low-high)
TCGA-ER-A2NF-01A-01-TSA	0.3875395846655096	tumor_purity-tumor_purity (low-high)
TCGA-ER-A2NF-01A-01-TSA	0.213231312515749	CAFs-CAFs (high-high)
TCGA-ER-A2NF-01A-01-TSA	0.17607562857025735	T_cells-T_cells (high-high)
TCGA-ER-A2NF-01A-01-TSA	0.3415065928638235	endothelial_cells-endothelial_cells (high-high)
TCGA-ER-A2NF-01A-01-TSA	0.03375527426160337	tumor_purity-tumor_purity (high-high)
TCGA-BF-AAOU-01A-01-TS1	0.13123149446781987	CAFs-CAFs (low-low)
TCGA-BF-AAOU-01A-01-TS1	0.07407407407407407	endothelial_cells-endothelial_cells (low-low)
TCGA-BF-AAOU-01A-01-TS1	0.2579921941269631	tumor_purity-tumor_purity (low-low)
TCGA-BF-AAOU-01A-01-TS1	0.263497150997151	CAFs-CAFs (low-high)
TCGA-BF-AAOU-01A-01-TS1	0.22827342392559782	endothelial_cells-endothelial_cells (low-high)
TCGA-BF-AAOU-01A-01-TS1	0.21514704072843605	tumor_purity-tumor_purity (low-high)
TCGA-BF-AAOU-01A-01-TS1	0.0	CAFs-CAFs (high-high)
TCGA-BF-AAOU-01A-01-TS1	0.22799422799422797	T_cells-T_cells (high-high)
TCGA-BF-AAOU-01A-01-TS1	0.16413974950560317	endothelial_cells-endothelial_cells (high-high)
TCGA-GN-A265-06A-02-TSB	0.10091991341991341	T_cells-T_cells (low-low)
TCGA-GN-A265-06A-02-TSB	0.28142240979400907	tumor_purity-tumor_purity (low-low)
TCGA-GN-A265-06A-02-TSB	0.1686973776937057	T_cells-T_cells (low-high)
TCGA-GN-A265-06A-02-TSB	0.37447065940713853	CAFs-CAFs (high-high)
TCGA-GN-A265-06A-02-TSB	0.0	T_cells-T_cells (high-high)
TCGA-GN-A265-06A-02-TSB	0.43743032329988857	endothelial_cells-endothelial_cells (high-high)
TCGA-ER-A42K-06A-01-TSA	0.34052111410601976	CAFs-CAFs (low-low)
TCGA-ER-A42K-06A-01-TSA	0.4159779614325069	T_cells-T_cells (low-low)
TCGA-ER-A42K-06A-01-TSA	0.2310963032208493	endothelial_cells-endothelial_cells (low-low)
TCGA-ER-A42K-06A-01-TSA	0.08580246913580247	CAFs-CAFs (low-high)
TCGA-ER-A42K-06A-01-TSA	0.2574159362155202	endothelial_cells-endothelial_cells (low-high)
TCGA-ER-A42K-06A-01-TSA	0.02197802197802198	tumor_purity-tumor_purity (low-high)
TCGA-ER-A42K-06A-01-TSA	0.0	endothelial_cells-endothelial_cells (high-high)
TCGA-ER-A42K-06A-01-TSA	0.2888888888888889	tumor_purity-tumor_purity (high-high)
TCGA-WE-AAA0-06A-01-TS1	0.15772357723577235	CAFs-CAFs (low-low)
TCGA-WE-AAA0-06A-01-TS1	0.042889358703312196	T_cells-T_cells (low-low)
TCGA-WE-AAA0-06A-01-TS1	0.09004723099136137	endothelial_cells-endothelial_cells (low-low)
TCGA-WE-AAA0-06A-01-TS1	0.0	tumor_purity-tumor_purity (low-low)
TCGA-WE-AAA0-06A-01-TS1	0.1142037786774629	CAFs-CAFs (low-high)
TCGA-WE-AAA0-06A-01-TS1	0.12970613032150505	T_cells-T_cells (low-high)
TCGA-WE-AAA0-06A-01-TS1	0.11880406386066762	endothelial_cells-endothelial_cells (low-high)
TCGA-WE-AAA0-06A-01-TS1	0.12890337704197494	tumor_purity-tumor_purity (low-high)
TCGA-WE-AAA0-06A-01-TS1	0.10991869918699188	CAFs-CAFs (high-high)
TCGA-WE-AAA0-06A-01-TS1	0.0	T_cells-T_cells (high-high)
TCGA-WE-AAA0-06A-01-TS1	0.0	endothelial_cells-endothelial_cells (high-high)
TCGA-WE-AAA0-06A-01-TS1	0.06941770647653	tumor_purity-tumor_purity (high-high)
TCGA-EB-A41B-01A-01-TSA	0.3378830456309381	CAFs-CAFs (low-low)
TCGA-EB-A41B-01A-01-TSA	0.07874015748031496	T_cells-T_cells (low-low)
TCGA-EB-A41B-01A-01-TSA	0.273294166151309	endothelial_cells-endothelial_cells (low-low)
TCGA-EB-A41B-01A-01-TSA	0.008771929824561403	tumor_purity-tumor_purity (low-low)
TCGA-EB-A41B-01A-01-TSA	0.2658718367751201	CAFs-CAFs (low-high)
TCGA-EB-A41B-01A-01-TSA	0.4587612372521453	T_cells-T_cells (low-high)
TCGA-EB-A41B-01A-01-TSA	0.1592626949769807	endothelial_cells-endothelial_cells (low-high)
TCGA-EB-A41B-01A-01-TSA	0.36364458792216015	tumor_purity-tumor_purity (low-high)
TCGA-EB-A41B-01A-01-TSA	0.044619422572178484	CAFs-CAFs (high-high)
TCGA-EB-A41B-01A-01-TSA	0.01918465227817746	T_cells-T_cells (high-high)
TCGA-EB-A41B-01A-01-TSA	0.0	endothelial_cells-endothelial_cells (high-high)
TCGA-EB-A41B-01A-01-TSA	0.10218978102189781	tumor_purity-tumor_purity (high-high)
TCGA-EB-A551-01A-02-TSB	0.43054794672156094	CAFs-CAFs (low-low)
TCGA-EB-A551-01A-02-TSB	0.029166666666666664	T_cells-T_cells (low-low)
TCGA-EB-A551-01A-02-TSB	0.3091011583213264	endothelial_cells-endothelial_cells (low-low)
TCGA-EB-A551-01A-02-TSB	0.0	tumor_purity-tumor_purity (low-low)
TCGA-EB-A551-01A-02-TSB	0.10885557982043985	CAFs-CAFs (low-high)
TCGA-EB-A551-01A-02-TSB	0.5024587712552337	T_cells-T_cells (low-high)
TCGA-EB-A551-01A-02-TSB	0.17207290329482242	tumor_purity-tumor_purity (low-high)
TCGA-EB-A551-01A-02-TSB	0.0	CAFs-CAFs (high-high)
TCGA-EB-A551-01A-02-TSB	0.024151811385853938	T_cells-T_cells (high-high)
TCGA-EB-A551-01A-02-TSB	0.3683229246122553	tumor_purity-tumor_purity (high-high)
TCGA-D3-A8GD-06A-01-TSA	0.14561122956645345	CAFs-CAFs (low-low)
TCGA-D3-A8GD-06A-01-TSA	0.0	T_cells-T_cells (low-low)
TCGA-D3-A8GD-06A-01-TSA	0.2656094897756601	endothelial_cells-endothelial_cells (low-low)
TCGA-D3-A8GD-06A-01-TSA	0.0	tumor_purity-tumor_purity (low-low)
TCGA-D3-A8GD-06A-01-TSA	0.13244629244629244	CAFs-CAFs (low-high)
TCGA-D3-A8GD-06A-01-TSA	0.23541963015647224	T_cells-T_cells (low-high)
TCGA-D3-A8GD-06A-01-TSA	0.0977764998348319	tumor_purity-tumor_purity (low-high)
TCGA-D3-A8GD-06A-01-TSA	0.12496348232544552	T_cells-T_cells (high-high)
TCGA-D3-A8GD-06A-01-TSA	0.16445368013470665	tumor_purity-tumor_purity (high-high)
TCGA-RP-A694-06A-01-TSA	0.432392710170488	CAFs-CAFs (low-low)
TCGA-RP-A694-06A-01-TSA	0.07317073170731707	T_cells-T_cells (low-low)
TCGA-RP-A694-06A-01-TSA	0.034188034188034185	endothelial_cells-endothelial_cells (low-low)
TCGA-RP-A694-06A-01-TSA	0.0	tumor_purity-tumor_purity (low-low)
TCGA-RP-A694-06A-01-TSA	0.3021024324654688	T_cells-T_cells (low-high)
TCGA-RP-A694-06A-01-TSA	0.2871699450646819	endothelial_cells-endothelial_cells (low-high)
TCGA-RP-A694-06A-01-TSA	0.4012113617376775	tumor_purity-tumor_purity (low-high)
TCGA-RP-A694-06A-01-TSA	0.008438818565400843	T_cells-T_cells (high-high)
TCGA-RP-A694-06A-01-TSA	0.06392417826174632	endothelial_cells-endothelial_cells (high-high)
TCGA-RP-A694-06A-01-TSA	0.19889262162498444	tumor_purity-tumor_purity (high-high)
TCGA-Z2-A8RT-06A-01-TS1	0.34146341463414637	CAFs-CAFs (low-low)
TCGA-Z2-A8RT-06A-01-TS1	0.0014684287812041117	T_cells-T_cells (low-low)
TCGA-Z2-A8RT-06A-01-TS1	0.23095581486823127	endothelial_cells-endothelial_cells (low-low)
TCGA-Z2-A8RT-06A-01-TS1	0.060041407867494824	tumor_purity-tumor_purity (low-low)
TCGA-Z2-A8RT-06A-01-TS1	0.08807588075880758	CAFs-CAFs (low-high)
TCGA-Z2-A8RT-06A-01-TS1	0.32908547634210233	T_cells-T_cells (low-high)
TCGA-Z2-A8RT-06A-01-TS1	0.1726726726726727	endothelial_cells-endothelial_cells (low-high)
TCGA-Z2-A8RT-06A-01-TS1	0.20230458541221194	tumor_purity-tumor_purity (low-high)
TCGA-Z2-A8RT-06A-01-TS1	0.28147128422454354	CAFs-CAFs (high-high)
TCGA-Z2-A8RT-06A-01-TS1	0.03390490351527854	T_cells-T_cells (high-high)
TCGA-Z2-A8RT-06A-01-TS1	0.07495069033530573	endothelial_cells-endothelial_cells (high-high)
TCGA-Z2-A8RT-06A-01-TS1	0.12036795973270849	tumor_purity-tumor_purity (high-high)
TCGA-EE-A180-06A-01-TSA	0.388608305274972	CAFs-CAFs (low-low)
TCGA-EE-A180-06A-01-TSA	0.3604575163398693	T_cells-T_cells (low-low)
TCGA-EE-A180-06A-01-TSA	0.5586080586080586	endothelial_cells-endothelial_cells (low-low)
TCGA-EE-A180-06A-01-TSA	0.3675213675213675	CAFs-CAFs (low-high)
TCGA-EE-A180-06A-01-TSA	0.251131221719457	T_cells-T_cells (low-high)
TCGA-EE-A180-06A-01-TSA	0.16267011632064954	endothelial_cells-endothelial_cells (low-high)
TCGA-EE-A180-06A-01-TSA	0.025238095238095237	tumor_purity-tumor_purity (low-high)
TCGA-EE-A180-06A-01-TSA	0.0	CAFs-CAFs (high-high)
TCGA-EE-A180-06A-01-TSA	0.0	T_cells-T_cells (high-high)
TCGA-EE-A180-06A-01-TSA	0.0	endothelial_cells-endothelial_cells (high-high)
TCGA-EE-A180-06A-01-TSA	0.5701970443349754	tumor_purity-tumor_purity (high-high)
TCGA-EE-A3J4-06A-01-TS1	0.049174467920663906	CAFs-CAFs (low-low)
TCGA-EE-A3J4-06A-01-TS1	0.4027761753711767	T_cells-T_cells (low-low)
TCGA-EE-A3J4-06A-01-TS1	0.30114942528735633	endothelial_cells-endothelial_cells (low-low)
TCGA-EE-A3J4-06A-01-TS1	0.0	tumor_purity-tumor_purity (low-low)
TCGA-EE-A3J4-06A-01-TS1	0.23812231641846246	CAFs-CAFs (low-high)
TCGA-EE-A3J4-06A-01-TS1	0.04965466062758946	endothelial_cells-endothelial_cells (low-high)
TCGA-EE-A3J4-06A-01-TS1	0.03994730582355985	tumor_purity-tumor_purity (low-high)
TCGA-EE-A3J4-06A-01-TS1	0.0	CAFs-CAFs (high-high)
TCGA-EE-A3J4-06A-01-TS1	0.0	endothelial_cells-endothelial_cells (high-high)
TCGA-EE-A3J4-06A-01-TS1	0.06411835922708096	tumor_purity-tumor_purity (high-high)
TCGA-D3-A3C8-06A-01-TSA	0.01568627450980392	CAFs-CAFs (low-low)
TCGA-D3-A3C8-06A-01-TSA	0.3352538164643509	tumor_purity-tumor_purity (low-low)
TCGA-D3-A3C8-06A-01-TSA	0.45117491441020846	CAFs-CAFs (low-high)
TCGA-D3-A3C8-06A-01-TSA	0.018315018315018316	T_cells-T_cells (low-high)
TCGA-D3-A3C8-06A-01-TSA	0.04874213836477987	CAFs-CAFs (high-high)
TCGA-D3-A3C8-06A-01-TSA	0.24158076540981965	T_cells-T_cells (high-high)
TCGA-D3-A3C8-06A-01-TSA	0.42723104799395983	endothelial_cells-endothelial_cells (high-high)
TCGA-D3-A3C6-06A-01-TSA	0.05656211442301449	CAFs-CAFs (low-low)
TCGA-D3-A3C6-06A-01-TSA	0.39305507254806216	T_cells-T_cells (low-low)
TCGA-D3-A3C6-06A-01-TSA	0.18686814175211372	endothelial_cells-endothelial_cells (low-low)
TCGA-D3-A3C6-06A-01-TSA	0.0	tumor_purity-tumor_purity (low-low)
TCGA-D3-A3C6-06A-01-TSA	0.4007976631839119	CAFs-CAFs (low-high)
TCGA-D3-A3C6-06A-01-TSA	0.37730458349433876	T_cells-T_cells (low-high)
TCGA-D3-A3C6-06A-01-TSA	0.1486055568624376	endothelial_cells-endothelial_cells (low-high)
TCGA-D3-A3C6-06A-01-TSA	0.12301974598455223	tumor_purity-tumor_purity (low-high)
TCGA-D3-A3C6-06A-01-TSA	0.025362318840579712	CAFs-CAFs (high-high)
TCGA-D3-A3C6-06A-01-TSA	0.0	T_cells-T_cells (high-high)
TCGA-D3-A3C6-06A-01-TSA	0.0	endothelial_cells-endothelial_cells (high-high)
TCGA-D3-A3C6-06A-01-TSA	0.21634485855410865	tumor_purity-tumor_purity (high-high)
TCGA-D3-A2JH-06A-01-TSA	0.024922118380062305	CAFs-CAFs (low-low)
TCGA-D3-A2JH-06A-01-TSA	0.060897435897435896	endothelial_cells-endothelial_cells (low-low)
TCGA-D3-A2JH-06A-01-TSA	0.2493152277629437	tumor_purity-tumor_purity (low-low)
TCGA-D3-A2JH-06A-01-TSA	0.19677887788778878	CAFs-CAFs (low-high)
TCGA-D3-A2JH-06A-01-TSA	0.3094354475933423	endothelial_cells-endothelial_cells (low-high)
TCGA-D3-A2JH-06A-01-TSA	0.05916305916305917	CAFs-CAFs (high-high)
TCGA-D3-A2JH-06A-01-TSA	0.27658874458874455	T_cells-T_cells (high-high)
TCGA-D3-A2JH-06A-01-TSA	0.1929824561403509	endothelial_cells-endothelial_cells (high-high)
TCGA-D3-A1QB-06A-01-TSA	0.181290809994064	CAFs-CAFs (low-low)
TCGA-D3-A1QB-06A-01-TSA	0.05197870630775412	endothelial_cells-endothelial_cells (low-low)
TCGA-D3-A1QB-06A-01-TSA	0.3889159232224926	tumor_purity-tumor_purity (low-low)
TCGA-D3-A1QB-06A-01-TSA	0.23184106436533622	CAFs-CAFs (low-high)
TCGA-D3-A1QB-06A-01-TSA	0.18853206865401986	endothelial_cells-endothelial_cells (low-high)
TCGA-D3-A1QB-06A-01-TSA	0.2755102040816327	tumor_purity-tumor_purity (low-high)
TCGA-D3-A1QB-06A-01-TSA	0.0	CAFs-CAFs (high-high)
TCGA-D3-A1QB-06A-01-TSA	0.26134585289514867	T_cells-T_cells (high-high)
TCGA-D3-A1QB-06A-01-TSA	0.021739130434782608	endothelial_cells-endothelial_cells (high-high)
TCGA-EB-A4IS-01A-02-TSB	0.0	T_cells-T_cells (low-low)
TCGA-EB-A4IS-01A-02-TSB	0.20203721603868993	endothelial_cells-endothelial_cells (low-low)
TCGA-EB-A4IS-01A-02-TSB	0.15155476782603952	tumor_purity-tumor_purity (low-low)
TCGA-EB-A4IS-01A-02-TSB	0.18796518951105	T_cells-T_cells (low-high)
TCGA-EB-A4IS-01A-02-TSB	0.21815308044121604	endothelial_cells-endothelial_cells (low-high)
TCGA-EB-A4IS-01A-02-TSB	0.26664264599339044	tumor_purity-tumor_purity (low-high)
TCGA-EB-A4IS-01A-02-TSB	0.32185039370078744	CAFs-CAFs (high-high)
TCGA-EB-A4IS-01A-02-TSB	0.14242192896353656	T_cells-T_cells (high-high)
TCGA-EB-A4IS-01A-02-TSB	0.0	endothelial_cells-endothelial_cells (high-high)
TCGA-EB-A4IS-01A-02-TSB	0.0	tumor_purity-tumor_purity (high-high)
TCGA-EE-A2GT-06A-01-TSA	0.1603860294117647	CAFs-CAFs (low-low)
TCGA-EE-A2GT-06A-01-TSA	0.0	T_cells-T_cells (low-low)
TCGA-EE-A2GT-06A-01-TSA	0.14543740026113447	endothelial_cells-endothelial_cells (low-low)
TCGA-EE-A2GT-06A-01-TSA	0.30292130686403357	tumor_purity-tumor_purity (low-low)
TCGA-EE-A2GT-06A-01-TSA	0.2898474945533769	CAFs-CAFs (low-high)
TCGA-EE-A2GT-06A-01-TSA	0.316118769883351	T_cells-T_cells (low-high)
TCGA-EE-A2GT-06A-01-TSA	0.11138006683266839	endothelial_cells-endothelial_cells (low-high)
TCGA-EE-A2GT-06A-01-TSA	0.1185510146489135	tumor_purity-tumor_purity (low-high)
TCGA-EE-A2GT-06A-01-TSA	0.08796296296296297	CAFs-CAFs (high-high)
TCGA-EE-A2GT-06A-01-TSA	0.28269181090157586	T_cells-T_cells (high-high)
TCGA-EE-A2GT-06A-01-TSA	0.09759081498211934	endothelial_cells-endothelial_cells (high-high)
TCGA-EE-A2GT-06A-01-TSA	0.056338028169014086	tumor_purity-tumor_purity (high-high)
TCGA-DA-A95X-06A-01-TSA	0.09027777777777778	T_cells-T_cells (low-low)
TCGA-DA-A95X-06A-01-TSA	0.18983268983268983	endothelial_cells-endothelial_cells (low-low)
TCGA-DA-A95X-06A-01-TSA	0.0	tumor_purity-tumor_purity (low-low)
TCGA-DA-A95X-06A-01-TSA	0.11564625850340136	CAFs-CAFs (low-high)
TCGA-DA-A95X-06A-01-TSA	0.4985891580382123	T_cells-T_cells (low-high)
TCGA-DA-A95X-06A-01-TSA	0.27317772317772315	endothelial_cells-endothelial_cells (low-high)
TCGA-DA-A95X-06A-01-TSA	0.15385276917784657	tumor_purity-tumor_purity (low-high)
TCGA-DA-A95X-06A-01-TSA	0.30020339602806406	CAFs-CAFs (high-high)
TCGA-DA-A95X-06A-01-TSA	0.009389671361502348	T_cells-T_cells (high-high)
TCGA-DA-A95X-06A-01-TSA	0.0	endothelial_cells-endothelial_cells (high-high)
TCGA-DA-A95X-06A-01-TSA	0.04248366013071895	tumor_purity-tumor_purity (high-high)
TCGA-EB-A82B-01A-01-TSA	0.0	endothelial_cells-endothelial_cells (low-low)
TCGA-EB-A82B-01A-01-TSA	0.3798061753437007	tumor_purity-tumor_purity (low-low)
TCGA-EB-A82B-01A-01-TSA	0.3599552015928323	T_cells-T_cells (low-high)
TCGA-EB-A82B-01A-01-TSA	0.4464244118332168	endothelial_cells-endothelial_cells (low-high)
TCGA-EB-A82B-01A-01-TSA	0.24371069182389937	CAFs-CAFs (high-high)
TCGA-EB-A82B-01A-01-TSA	0.26310449544576525	T_cells-T_cells (high-high)
TCGA-EB-A82B-01A-01-TSA	0.10522451508215673	endothelial_cells-endothelial_cells (high-high)
TCGA-W3-AA1W-06A-01-TS1	0.45763888888888893	CAFs-CAFs (low-low)
TCGA-W3-AA1W-06A-01-TS1	0.4820426487093153	endothelial_cells-endothelial_cells (low-low)
TCGA-W3-AA1W-06A-01-TS1	0.1693548387096774	tumor_purity-tumor_purity (low-low)
TCGA-W3-AA1W-06A-01-TS1	0.2009175763328587	CAFs-CAFs (low-high)
TCGA-W3-AA1W-06A-01-TS1	0.3911446975963105	tumor_purity-tumor_purity (low-high)
TCGA-W3-AA1W-06A-01-TS1	0.4259603068376437	T_cells-T_cells (high-high)
TCGA-W3-AA1W-06A-01-TS1	0.0	tumor_purity-tumor_purity (high-high)
TCGA-D3-A8GO-06A-01-TS1	0.0	endothelial_cells-endothelial_cells (low-low)
